Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2019,Anne Arundel Co. Public Schools,DREAMBOX LEARNING,98004,135517.5,,
2019,Anne Arundel Co. Public Schools,HONEYWELL INC,20171,134223.42,,
2019,Anne Arundel Co. Public Schools,RIDDELL/ALL AMERICAN,44045,133643.75,,
2019,Anne Arundel Co. Public Schools,Center for Lifelong Learning,07869,133500.0,,
2019,Anne Arundel Co. Public Schools,Canon Financial Services Inc,08054,133296.36,,
2019,Anne Arundel Co. Public Schools,SGK CONTRACTING INC,20715,132305.13,,
2019,Anne Arundel Co. Public Schools,H & H CONTRACTORS INC,21227,131710.14,,
2019,Anne Arundel Co. Public Schools,ASSOCIATED CATHOLIC CHARITIES,21093,131691.21,,
2019,Anne Arundel Co. Public Schools,"2080 Media, Inc DBA Playon! Sports",30341,129850.0,,
2019,Anne Arundel Co. Public Schools,"Guitar Center, Inc DBA MUSIC & ARTS CENTER",21703-8517,129472.63,,
2019,Anne Arundel Co. Public Schools,NORTHBAY,21901,127815.0,,
2019,Anne Arundel Co. Public Schools,CATON COMMUNICATIONS GROUP INC,21229-5409,125000.0,,
2019,Anne Arundel Co. Public Schools,U S TREASURY,21201,124852.51,,
2019,Anne Arundel Co. Public Schools,MANSEF,21285,124846.75,,
2019,Anne Arundel Co. Public Schools,NLP ENTERPRISES INC,21117,123557.0,,
2019,Anne Arundel Co. Public Schools,Lakeshore Equipment Company,90895,123482.23,,
2019,Anne Arundel Co. Public Schools,Communications Express LLC,22151,123160.0,,
2019,Anne Arundel Co. Public Schools,MILLER FLOORING COMPANY INC,19382,122841.35,,
2019,Anne Arundel Co. Public Schools,MCDANIEL COLLEGE,21157,121500.0,,
2019,Anne Arundel Co. Public Schools,HB Software Solutions,01851,117418.01,,
2019,Anne Arundel Co. Public Schools,NOTRE DAME UNIVERSITY OF MARYLAND,21210,116000.0,,
2019,Anne Arundel Co. Public Schools,UNITED CONCORDIA COMPANIES,19175-4840,114731.75,,
2019,Anne Arundel Co. Public Schools,COUGHLAN COMPANIES LLC DBA Capstone,56003,113299.64,,
2019,Anne Arundel Co. Public Schools,HP ELECTRONICS INC,21227-2934,112151.43,,
2019,Anne Arundel Co. Public Schools,VISUAL SOUND,21227-2539,110759.4,,
2019,Anne Arundel Co. Public Schools,CREST GOOD MANUFACTURING,11791,109096.0,,
2019,Anne Arundel Co. Public Schools,BIOTECH SOLUTIONS,19317-0211,108122.66,,
2019,Anne Arundel Co. Public Schools,Community Products Inc DBA Rifton Equip,12471,106942.5,,
2019,Anne Arundel Co. Public Schools,CLIFTONLARSONALLEN LLP,21093,106000.0,,
2019,Anne Arundel Co. Public Schools,AACPS Solar Fund LLC,20850,104778.71,,
2019,Anne Arundel Co. Public Schools,PROQUEST INFORMATION & LEARNING,48106,104511.48,,
2019,Anne Arundel Co. Public Schools,KCI TECHNOLOGIES INC,21152,104310.0,,
2019,Anne Arundel Co. Public Schools,MARYLAND CENTERS FOR PSYCHIATRY PA,21043,102930.0,,
2019,Anne Arundel Co. Public Schools,CONTROLLER-ANNE ARUNDEL COUNTY,21401,102755.62,,
2019,Anne Arundel Co. Public Schools,NAVIANCE DBA HOBSONS,45241,101547.5,,
2019,Anne Arundel Co. Public Schools,CSAAC/ COMMUNITY SCHOOL OF MD.,20851,101452.02,,
2019,Anne Arundel Co. Public Schools,"TeacherMatch, LLC",78746,101250.0,,
2019,Anne Arundel Co. Public Schools,"JB Contracting, Inc.",20705,101205.25,,
2019,Anne Arundel Co. Public Schools,GRIEVES WORRALL WRIGHT &,21211,100677.86,,
2019,Anne Arundel Co. Public Schools,NASCO INC,53538-0901,100250.64,,
2019,Anne Arundel Co. Public Schools,HAVTECH CORPORATION,21046,99993.61,,
2019,Anne Arundel Co. Public Schools,FERGUSON ENTERPRISES LLC,21205,99719.47,,
2019,Anne Arundel Co. Public Schools,J P Construction,22191,98316.2,,
2019,Anne Arundel Co. Public Schools,HAJOCA CORP,21227,98211.12,,
2019,Anne Arundel Co. Public Schools,Hoonuit I llc,54911,97682.32,,
2019,Anne Arundel Co. Public Schools,AIRECO SUPPLY INC,20763-0414,95268.33,,
2019,Anne Arundel Co. Public Schools,EBL ENGINEERS LLC,21234-5701,95192.2,,
2019,Anne Arundel Co. Public Schools,SHEPHERD ELECTRIC CO,20705-1405,94708.03,,
2019,Anne Arundel Co. Public Schools,CHAMPION OFFICIALS GROUP,21404-2289,93790.0,,
2019,Anne Arundel Co. Public Schools,ARGOS CONSTRUCTION COMPANY INC,21224,90581.08,,
2019,Anne Arundel Co. Public Schools,TECH4LEARNING INC,92120,90000.0,,
2019,Anne Arundel Co. Public Schools,MACKIN Book Company,55306,89221.69,,
2019,Anne Arundel Co. Public Schools,Ad Astra Inc,20910-3713,88787.94,,
2019,Anne Arundel Co. Public Schools,NESTLE WATERS,21227,88763.79,,
2019,Anne Arundel Co. Public Schools,"CORBETT TECHNOLOGY SOLUTIONS, INC.",21209,86997.68,,
2019,Anne Arundel Co. Public Schools,BGE-I&C New Business Development Dorsey 1,21298-8741,85652.0,,
2019,Anne Arundel Co. Public Schools,UNITED RENTALS,21401,85403.33,,
2019,Anne Arundel Co. Public Schools,FOLLETT SCHOOL SOLUTIONS INC,60050-7048,85139.78,,
2019,Anne Arundel Co. Public Schools,Strayer Contracting Inc.,21220,85025.0,,
2019,Anne Arundel Co. Public Schools,"ABSOLUTE SUPPLY AND SERVICES, LLC",20657,84394.01,,
2019,Anne Arundel Co. Public Schools,DC TREASURER,20044,81347.55,,
2019,Anne Arundel Co. Public Schools,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,21047,80598.0,,
2019,Anne Arundel Co. Public Schools,Sheppard Pratt Health System DBA Mann Residential School,02241,79920.3,,
2019,Anne Arundel Co. Public Schools,ALTIMATE ELECTRIC INC,21771,77865.08,,
2019,Anne Arundel Co. Public Schools,ANNE ARUNDEL  BOARD OF OFFICIALS,21122,77269.0,,
2019,Anne Arundel Co. Public Schools,SCHOOL SPECIALTY INC,44903,77268.46,,
2019,Anne Arundel Co. Public Schools,GALE GROUP (THE),48331,74369.14,,
2019,Anne Arundel Co. Public Schools,ASCD,21297-8431,73976.71,,
2019,Anne Arundel Co. Public Schools,"Horizon Software International, LLC",31193-4248,73499.81,,
2019,Anne Arundel Co. Public Schools,NATIONAL SUPPLY CO,20705,72611.8,,
2019,Anne Arundel Co. Public Schools,FLINN SCIENTIFIC INC,60510,71926.17,,
2019,Anne Arundel Co. Public Schools,CONCENTRA MEDICAL CENTERS INC,21227-0277,71618.5,,
2019,Anne Arundel Co. Public Schools,NEWS-2-YOU,44839,71461.2,,
2019,Anne Arundel Co. Public Schools,ABC-CLIO,93117,70242.0,,
2019,Anne Arundel Co. Public Schools,DEERE & COMPANY,27513,69983.62,,
2019,Anne Arundel Co. Public Schools,"Miller Environmental Group, Inc.",11933,69500.55,,
2019,Anne Arundel Co. Public Schools,"Bright Morning Consulting, Inc.",94611,69500.0,,
2019,Anne Arundel Co. Public Schools,HALL INVESTMENTS ANNAPOLIS INC,21146,68454.75,,
2019,Anne Arundel Co. Public Schools,"DIAMOND INTERIOR DESIGNS, LLC",21114,67428.95,,
2019,Anne Arundel Co. Public Schools,YOUNG AUDIENCES OF MD INC,21218,66849.96,,
2019,Anne Arundel Co. Public Schools,REALLY GOOD STUFF,06484,66706.11,,
2019,Anne Arundel Co. Public Schools,NOLAND COMPANY,21401-4095,65927.86,,
2019,Anne Arundel Co. Public Schools,Capitol Document Solutions,20852,65397.97,,
2019,Anne Arundel Co. Public Schools,Leading Technology Solutions Inc,21208,65383.78,,
2019,Anne Arundel Co. Public Schools,E-RATE ELITE SERVICES INC,21117,65000.0,,
2019,Anne Arundel Co. Public Schools,PITNEY BOWES INC,15250,65000.0,,
2019,Anne Arundel Co. Public Schools,Playworks Education Energized,94607,64750.0,,
2019,Anne Arundel Co. Public Schools,TRAY BUSINESS SYSTEMS INC,21060-2830,64490.02,,
2019,Anne Arundel Co. Public Schools,Dude Solutions Inc,27518,63895.44,,
2019,Anne Arundel Co. Public Schools,ZONAR SYSTEMS,98188,63678.01,,
2019,Anne Arundel Co. Public Schools,"ALUMINUM ATHLETIC EQUIPMENT CO, INC",19468,63345.0,,
2019,Anne Arundel Co. Public Schools,CAPITAL AREA SOCCER REFEREES,20012,63137.0,,
2019,Anne Arundel Co. Public Schools,Sheppard Pratt Health System Inc DBA JEFFERSON SCHOOL,21263-0513,62704.1,,
2019,Anne Arundel Co. Public Schools,b & b CONCEPTS INC,21794,62618.69,,
2019,Anne Arundel Co. Public Schools,Corporate Mailing Services,21227-1509,61815.71,,
2019,Anne Arundel Co. Public Schools,King Professional Development Services Inc,20721,61550.0,,
2019,Anne Arundel Co. Public Schools,AMERICAN COMBUSTION INDUSTRIES,20769,61275.36,,
2019,Anne Arundel Co. Public Schools,"Whitsend III, Inc",21012,61223.83,,
2019,Anne Arundel Co. Public Schools,C&J Contractors,20707,60916.89,,
2019,Anne Arundel Co. Public Schools,SCHOLASTIC INC,65102-9957,60892.05,,
2019,Anne Arundel Co. Public Schools,NAPA AUTO PARTS,21401,60580.14,,
2019,Anne Arundel Co. Public Schools,ALBAN TRACTOR CO INC,21237,60244.0,,
2019,Anne Arundel Co. Public Schools,MARYLAND SCHOOL FOR THE DEAF,21705-0250,60174.0,,
2019,Anne Arundel Co. Public Schools,Dr. Fran Prolman,22101-4120,60160.0,,
2019,Anne Arundel Co. Public Schools,MD DEPT OF HUMAN SERVICES,21201-3500,60114.86,,
2019,Anne Arundel Co. Public Schools,"TRA, Inc.",28403,59609.0,,
2019,Anne Arundel Co. Public Schools,"BEEM Irrigation, Inc",20794,59550.0,,
2019,Anne Arundel Co. Public Schools,BARNES & NOBLE,21401,59534.99,,
2019,Anne Arundel Co. Public Schools,M&E SALES INC,21076,59385.0,,
2019,Anne Arundel Co. Public Schools,NEWSOM SEED INC,20759-0510,59357.5,,
2019,Anne Arundel Co. Public Schools,Maid-Rite Specialty Foods LLC,18512,58650.0,,
2019,Anne Arundel Co. Public Schools,"ENVISION TECHNOLOGY, INC",20814,58456.0,,
2019,Anne Arundel Co. Public Schools,PROJECT LEAD THE WAY INC,46240,57996.15,,
2019,Anne Arundel Co. Public Schools,FURBISH COMPANY,21225,57751.0,,
2019,Anne Arundel Co. Public Schools,CONSOLIDATED MANUFACTURING,21123-0364,57608.5,,
2019,Anne Arundel Co. Public Schools,B&H Photo & Electronics Corp,10001,57273.71,,
2019,Anne Arundel Co. Public Schools,S.D. AUTO SERVICE,21032,57166.16,,
2019,Anne Arundel Co. Public Schools,MARYLAND CORRECTIONAL ENTERPRISES,20794,57075.0,,
2019,Anne Arundel Co. Public Schools,YMCA CAMP LETTS,21037,57000.0,,
2019,Anne Arundel Co. Public Schools,APEX LEARNING,98161,55975.0,,
2019,Anne Arundel Co. Public Schools,First Student Inc,21144,55609.93,,
2019,Anne Arundel Co. Public Schools,Raising A Reader,94065,55590.0,,
2019,Anne Arundel Co. Public Schools,ROBERT W CHILDS LANDSCAPE CONTRACTORS INC,21012,54291.25,,
2019,Anne Arundel Co. Public Schools,BMC SOFTWARE INC,94043,54024.78,,
2019,Anne Arundel Co. Public Schools,Maryland State Education Association,21401,54017.89,,
2019,Anne Arundel Co. Public Schools,MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,53851.0,,
2019,Anne Arundel Co. Public Schools,COMMITTEE FOR CHILDREN,98121,53848.0,,
2019,Anne Arundel Co. Public Schools,"Western Maryland Music Center, L.L.C.",21502,53471.4,,
2019,Anne Arundel Co. Public Schools,TRIUMVIRATE ENVIRONMENTAL,21226,52144.84,,
2019,Anne Arundel Co. Public Schools,US TOY CO,64030,51456.12,,
2019,Anne Arundel Co. Public Schools,CHESAPEAKE SR HIGH SCHOOL,21122,50767.29,,
2019,Anne Arundel Co. Public Schools,Jay Batterden,20776,50765.0,,
2019,Anne Arundel Co. Public Schools,FACILITY ENGINEERING ASSOC,22033-4910,50200.0,,
2019,Anne Arundel Co. Public Schools,"OMNIFORM, INC.",21120,49646.3,,
2019,Anne Arundel Co. Public Schools,CONNECTIONS EDUCATION LLC,21202,49197.0,,
2019,Anne Arundel Co. Public Schools,DELREY SCHOOL,21228-3499,49177.45,,
2019,Anne Arundel Co. Public Schools,JOHNNIE'S RESTAURANT & HOTEL SERVICES,17201,48849.75,,
2019,Anne Arundel Co. Public Schools,AT & T,21283-0017,48571.29,,
2019,Anne Arundel Co. Public Schools,"Stertil-Koni USA, Inc.",21666,48333.72,,
2019,Anne Arundel Co. Public Schools,Colimore Architects Inc,21230,47777.75,,
2019,Anne Arundel Co. Public Schools,Phillips Corporation,19020,47631.78,,
2019,Anne Arundel Co. Public Schools,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,47419.0,,
2019,Anne Arundel Co. Public Schools,WILSON LANGUAGE TRAINING,01540,47390.23,,
2019,Anne Arundel Co. Public Schools,Brown & Root Industrial Services LLC,22202,47162.0,,
2019,Anne Arundel Co. Public Schools,FERGUSON TRENCHING COMPANY,21113-1211,46922.0,,
2019,Anne Arundel Co. Public Schools,BARON STAGE CURTAIN &,21224-1413,46661.16,,
2019,Anne Arundel Co. Public Schools,"Kim Engineering, Inc.",20705,45935.0,,
2019,Anne Arundel Co. Public Schools,CURTIS ENGINE & EQUIPMENT INC,21227,45933.0,,
2019,Anne Arundel Co. Public Schools,"Auburn School, Baltimore Campus",21208,45777.46,,
2019,Anne Arundel Co. Public Schools,PEARSON CLINICAL ASSESSMENT,78259,45356.64,,
2019,Anne Arundel Co. Public Schools,HUNT CONSULTING,20723,45058.0,,
2019,Anne Arundel Co. Public Schools,Foreman Building Commissioning LP,16063,44850.0,,
2019,Anne Arundel Co. Public Schools,"SEON SYSTEMS SALES, INC.",,44820.0,,
2019,Anne Arundel Co. Public Schools,OXFORD UNIVERSITY PRESS,27513,44817.02,,
2019,Anne Arundel Co. Public Schools,Mount St. Mary's University,21727,44750.0,,
2019,Anne Arundel Co. Public Schools,ABACUS CORPORATION,21224,44698.4,,
2019,Anne Arundel Co. Public Schools,DONALD B RICE TIRE CO INC,21701,44580.23,,
2019,Anne Arundel Co. Public Schools,BALTIMORE DOOR & FRAME,21227,44512.0,,
2019,Anne Arundel Co. Public Schools,UNITED WAY OF CENTRAL MARYLAND,21203,44259.2,,
2019,Anne Arundel Co. Public Schools,LORD BALTIMORE UNIFORM,21224,44244.8,,
2019,Anne Arundel Co. Public Schools,EdClub Inc,20006,43758.0,,
2019,Anne Arundel Co. Public Schools,MT LIBRARY SERVICES INC,43064,43590.26,,
2019,Anne Arundel Co. Public Schools,"RoboNation, Inc.",22206,42921.2,,
2019,Anne Arundel Co. Public Schools,Joanne Boaler,94305,42668.1,,
2019,Anne Arundel Co. Public Schools,"Seal Pros, Inc",20601,42588.8,,
2019,Anne Arundel Co. Public Schools,ANNAPOLIS SR HIGH SCHOOL,21401,42531.71,,
2019,Anne Arundel Co. Public Schools,"Rebecca A. Herr, Trustee",38101,42379.61,,
2019,Anne Arundel Co. Public Schools,TURF EQUIPMENT & SUPPLY CO INC,20794,42136.39,,
2019,Anne Arundel Co. Public Schools,Elmco Inc DBA INTERSTATE BATTERY SYSTEM OF,21060,42015.44,,
2019,Anne Arundel Co. Public Schools,ANNE ARUNDEL UMPIRE ASSN,21114-1177,41860.0,,
2019,Anne Arundel Co. Public Schools,Bonita Lang,21012,41430.0,,
2019,Anne Arundel Co. Public Schools,Dorothy Arida,21054,41405.46,,
2019,Anne Arundel Co. Public Schools,ALTERNATE RADIATOR SERVICE,21075,41177.03,,
2019,Anne Arundel Co. Public Schools,"DATA NETWORKS, INC",21031,40810.0,,
2019,Anne Arundel Co. Public Schools,James River Solutions LLC,23005,40037.74,,
2019,Anne Arundel Co. Public Schools,IMAGINE LEARNING,84604,40000.0,,
2019,Anne Arundel Co. Public Schools,Security Benefit Life Insurance Company,21045,39910.0,,
2019,Anne Arundel Co. Public Schools,BRAINPOP LLC,10010,39471.0,,
2019,Anne Arundel Co. Public Schools,BSN Sports Inc DBA US GAMES INC,19046,39269.04,,
2019,Anne Arundel Co. Public Schools,CENGAGE LEARNING,41051,39250.27,,
2019,Anne Arundel Co. Public Schools,"Peroutka, Miller, Klima and Peters, P.A.",21122,39113.63,,
2019,Anne Arundel Co. Public Schools,Metro Printing Equipment Inc,20774,38885.3,,
2019,Anne Arundel Co. Public Schools,SHELL / TEXACO,50368-9010,38713.23,,
2019,Anne Arundel Co. Public Schools,AMSCO,20872,38697.3,,
2019,Anne Arundel Co. Public Schools,PIONEER CREDIT RECOVERY INC,14009,38497.63,,
2019,Anne Arundel Co. Public Schools,CHELSEA SCHOOL,20782,38293.17,,
2019,Anne Arundel Co. Public Schools,"Bay Area Mechanical Services, Inc.",21226,38202.5,,
2019,Anne Arundel Co. Public Schools,WEX Bank,60197,37943.94,,
2019,Anne Arundel Co. Public Schools,PAULINE V JUBB REVOCABLE TRUST,21102-2026,37814.73,,
2019,Anne Arundel Co. Public Schools,VIRGINIA DEPT OF TAXATION,23261-7264,37745.61,,
2019,Anne Arundel Co. Public Schools,PENNSYLVANIA DEPT OF REVENUE,17128-0405,37345.63,,
2019,Anne Arundel Co. Public Schools,CENTRAL POLY - BAG CORPORATION,07036,37267.5,,
2019,Anne Arundel Co. Public Schools,THE TREE PEOPLE,21122,36900.0,,
2019,Anne Arundel Co. Public Schools,JR Balsan Inc DBA Johnstone Supply,21401,36700.75,,
2019,Anne Arundel Co. Public Schools,DEMCO INC,53707-8048,36650.54,,
2019,Anne Arundel Co. Public Schools,PYRAMID SCHOOL PRODUCTS,33610-1994,36478.17,,
2019,Anne Arundel Co. Public Schools,Tobii Dynavox LLC,15203,36394.1,,
2019,Anne Arundel Co. Public Schools,"Bayshore Ford Truck Sales, Inc",19720,36125.0,,
2019,Anne Arundel Co. Public Schools,ENCYCLOPAEDIA BRITANNICA INC,60604,35674.22,,
2019,Anne Arundel Co. Public Schools,KENDALL/HUNT PUBLISHING CO,52004-1840,35624.76,,
2019,Anne Arundel Co. Public Schools,Corporate Translation Services,98684,35620.87,,
2019,Anne Arundel Co. Public Schools,SILMAR ELECTRONICS,33178,35213.89,,
2019,Anne Arundel Co. Public Schools,EBSCO Industries Inc DBA EBSCO Publishing,01938,35137.0,,
2019,Anne Arundel Co. Public Schools,BLACKBOARD COLLABORATE INC,20001-3796,35115.98,,
2019,Anne Arundel Co. Public Schools,"Reddy Enterprises, Inc.",20772,35016.0,,
2019,Anne Arundel Co. Public Schools,LINCOLN LIBRARY PRESS INC,44115,34989.0,,
2019,Anne Arundel Co. Public Schools,TAYLOR SECURITY & LOCK CO INC,20877-4186,34775.88,,
2019,Anne Arundel Co. Public Schools,HILTON,20009,34763.71,,
2019,Anne Arundel Co. Public Schools,FACTS ON FILE Inc,21014-2550,34458.21,,
2019,Anne Arundel Co. Public Schools,UNITED PARCEL SERVICE,19170-0001,34364.29,,
2019,Anne Arundel Co. Public Schools,ARUNDEL GAS CO,21037,34215.16,,
2019,Anne Arundel Co. Public Schools,"WALTERS RELOCATIONS, INC.",21217,34040.0,,
2019,Anne Arundel Co. Public Schools,CLEAN HARBORS OF BALT INC,02241,34001.43,,
2019,Anne Arundel Co. Public Schools,HOME DEPOT,30339,33886.84,,
2019,Anne Arundel Co. Public Schools,ADVANCE AUTO PARTS,21122,33756.15,,
2019,Anne Arundel Co. Public Schools,"West Music Company, Inc",52241,33627.77,,
2019,Anne Arundel Co. Public Schools,"Anzi-Tech Distribution, Inc.",21108,33446.3,,
2019,Anne Arundel Co. Public Schools,WELLNESS SOLUTIONS INC,20187,33438.51,,
2019,Anne Arundel Co. Public Schools,"Leslie Deason DBA Capital Area Volleyball Officials, LLC",21012,33330.0,,
2019,Anne Arundel Co. Public Schools,BirdBrain Technologies LLC,15219,32673.6,,
2019,Anne Arundel Co. Public Schools,BAY ENGINEERING SERVICES,21012,32594.0,,
2019,Anne Arundel Co. Public Schools,Multicorp Fire Protection Services,21158,32418.75,,
2019,Anne Arundel Co. Public Schools,Netop,97209,31820.0,,
2019,Anne Arundel Co. Public Schools,Beacon Sales Acquisition DBA THE ROOF CENTER,21401,31604.96,,
2019,Anne Arundel Co. Public Schools,MCCORMICK INSUL SUPPLY INC,21117,31324.72,,
2019,Anne Arundel Co. Public Schools,SIGN A RAMA,21060,31279.04,,
2019,Anne Arundel Co. Public Schools,SCHOLASTIC LIBRARY PUBLISHING,65102,31217.3,,
2019,Anne Arundel Co. Public Schools,AMTEK CO,21012-1887,30981.0,,
2019,Anne Arundel Co. Public Schools,"PeopleAdmin, Inc.",75320-5748,30902.45,,
2019,Anne Arundel Co. Public Schools,"ePlus Technology, inc.",19464,30740.8,,
2019,Anne Arundel Co. Public Schools,BEST BATTERY CO INC,21224,30695.54,,
2019,Anne Arundel Co. Public Schools,PERMA-BOUND BOOKS,62650,30651.2,,
2019,Anne Arundel Co. Public Schools,ROSEN PUBLISHING GROUP (THE),10010,30624.7,,
2019,Anne Arundel Co. Public Schools,Capital Enterprises LLC,21227,30490.0,,
2019,Anne Arundel Co. Public Schools,LEXIA LEARNING SYSTEMS,01742,30460.5,,
2019,Anne Arundel Co. Public Schools,WRANGLER PLUMBING & HEATING INC,21122,30331.74,,
2019,Anne Arundel Co. Public Schools,"JF JOHNSON LUMBER CO, THE",21108,30164.76,,
2019,Anne Arundel Co. Public Schools,AMERICAN NATIVE PLANTS INC,21128,30070.51,,
2019,Anne Arundel Co. Public Schools,MONARCH TEACHING TECHNOLOGIES INC,44124,30003.3,,
2019,Anne Arundel Co. Public Schools,KAPLAN EARLY LEARNING COMPANY,27023-0609,29960.3,,
2019,Anne Arundel Co. Public Schools,STANDARD GRAPHICS MID-ATLANTIC,22207,29646.0,,
2019,Anne Arundel Co. Public Schools,UNIVERSITY OF OREGON,97403-1235,29615.0,,
2019,Anne Arundel Co. Public Schools,Weigand Associates Inc,20876,29578.14,,
2019,Anne Arundel Co. Public Schools,QUEEN ANNE'S COUNTY PUBLIC SCHOOLS,21617,29252.0,,
2019,Anne Arundel Co. Public Schools,Lime Energy Services Co.,07102,29144.28,,
2019,Anne Arundel Co. Public Schools,Industrial Door Contractors Inc,21227,29137.0,,
2019,Anne Arundel Co. Public Schools,AMERIGAS PROPANE,21042-3611,28870.84,,
2019,Anne Arundel Co. Public Schools,Aziz Abdur-Raoof,20725,28840.0,,
2019,Anne Arundel Co. Public Schools,ROYALLE DINING SERVICES INC,20754,28815.72,,
2019,Anne Arundel Co. Public Schools,OVERHEAD DOOR CO. OF BALT. INC,21227,28735.75,,
2019,Anne Arundel Co. Public Schools,Liberty Lumber & Supply Company,21208-6016,28694.34,,
2019,Anne Arundel Co. Public Schools,WORLD BOOK INC,60601,28623.0,,
2019,Anne Arundel Co. Public Schools,SINGER EQUIPMENT CO INC,19520,28580.0,,
2019,Anne Arundel Co. Public Schools,Belt's Corporation,21075,28503.17,,
2019,Anne Arundel Co. Public Schools,Hillshire Brands Company,18930,28355.95,,
2019,Anne Arundel Co. Public Schools,SNAP ON INDUSTRIAL,60039-9004,28032.53,,
2019,Anne Arundel Co. Public Schools,CENTER FOR APPLIED TECHNOLOGY SOUTH,21037,28023.0,,
2019,Anne Arundel Co. Public Schools,G&G Athletic Wear Inc. DBA: Coaches Corner,33432,27945.0,,
2019,Anne Arundel Co. Public Schools,"SMJ Construction, Inc.",20785,27874.22,,
2019,Anne Arundel Co. Public Schools,DILLON'S BUS SERVICE INC,21076,27830.0,,
2019,Anne Arundel Co. Public Schools,RE MICHEL CO INC,21401,27447.37,,
2019,Anne Arundel Co. Public Schools,Enel X North America Inc,21230,27169.0,,
2019,Anne Arundel Co. Public Schools,Md National Capital Park and Planning Commission,20772,27095.0,,
